0,1.27647
1,1.27931
2,1.27647
3,1.28216
4,1.28216
5,1.27931
6,1.27931
7,1.27647
8,1.27931
9,1.28216
10,1.28216
11,1.27931
12,1.27931
13,1.27931
14,1.27931
15,1.28216
16,1.27931
17,1.285
18,1.27647
19,1.28216
20,1.285
21,1.28216
22,1.28216
23,1.27647
24,1.27931
25,1.28216
26,1.28216
27,1.28216
28,1.27931
29,1.27931
30,-1.32764
31,1.27931
32,1.27931
33,1.27931
34,1.28216
35,1.27931
36,1.28216
37,1.27931
38,1.28216
39,1.28216
40,1.27931
41,1.27931
42,1.28216
43,1.28216
44,1.27931
45,-1.32764
46,1.28216
47,1.27931
48,1.28216
49,1.28216
50,1.28216
51,1.27931
52,1.27931
53,1.27931
54,1.27647
55,1.27931
56,1.28216
57,1.28216
58,1.27931
59,1.28216
60,1.27931
61,1.27931
62,1.27647
63,1.27931
64,1.27931
65,1.285
66,1.27931
67,1.28216
68,1.27931
69,1.28216
70,1.27647
71,1.28216
72,1.27931
73,1.27931
74,1.28216
75,1.27931
76,1.27931
77,1.27647
78,1.27931
79,1.27647
80,1.27931
81,1.28216
82,1.27647
83,1.27931
84,1.27931
85,1.27931
86,1.28216
87,1.27931
88,1.27931
89,1.27931
90,1.28216
91,1.27931
92,1.27931
93,-1.32764
94,1.27647
95,1.27931
96,1.27931
97,1.27931
98,1.27931
99,1.27931
100,1.27647
101,1.27931
102,1.28216
103,1.27931
104,1.27647
105,1.27931
106,1.27931
107,1.27647
108,1.27931
109,1.27647
110,1.28216
111,1.27931
112,1.28216
113,1.27931
114,1.28216
115,1.28216
116,1.27931
117,1.27647
118,1.27931
119,1.28216
120,1.28216
121,1.28216
122,1.27931
123,1.28216
124,1.27931
125,1.27931
126,1.27931
127,1.27931
128,1.27931
129,1.285
130,1.28216
131,1.27931
132,1.27931
133,1.27931
134,1.27931
135,1.27931
136,1.27931
137,1.27931
138,1.27931
139,1.27931
140,1.27931
141,-1.32764
142,1.28216
143,1.27647
144,1.28216
145,1.27931
146,1.27931
147,1.27647
148,1.27931
149,1.27931
150,1.27647
151,1.27647
152,1.27647
153,1.28216
154,1.27647
155,1.27931
156,1.28216
157,1.27931
158,1.27931
159,1.27931
160,1.27931
161,1.27931
162,1.27931
163,1.27931
164,1.27931
165,1.27931
166,1.28216
167,1.27931
168,1.28216
169,1.28216
170,1.28216
171,1.27647
172,1.27931
173,1.27931
174,1.28216
175,1.28216
176,1.27647
177,1.27931
178,-1.32764
179,1.28216
180,1.27931
181,1.27931
182,1.27931
183,1.28216
184,1.27931
185,1.27931
186,1.28216
187,1.28216
188,1.27931
189,1.27931
190,1.28216
191,1.27647
192,1.27931
193,-1.32764
194,1.27931
195,0.838661
196,-0.969436
197,-1.30206
198,-1.30774
199,-1.31059
200,-1.31059
201,-1.30774
202,-1.30774
203,-1.31059
204,-1.32764
205,-1.31627
206,-1.32196
207,-1.31911
208,-1.32196
209,-1.32196
210,-1.31911
211,-1.32196
212,-1.32196
213,-1.3248
214,-1.3248
215,-1.32764
216,-1.33049
217,-1.33049
218,-1.32764
219,-1.33333
220,-1.33049
221,-1.32764
222,-1.33049
223,-1.32764
224,-1.33049
225,-1.33049
226,-1.33333
227,-1.33049
228,-1.33049
229,-1.33049
230,-1.33333
231,-1.33333
232,-1.33333
233,-1.32764
234,-1.33049
235,-1.33333
236,-1.33617
237,-1.33617
238,-1.33333
239,-1.33333
240,-1.33049
241,-1.33049
242,-1.33333
243,-1.33049
244,-1.33333
245,-1.32764
246,-1.33049
247,-1.33049
248,-1.33049
249,-1.33049
250,-1.33333
251,-1.33049
252,-1.33049
253,-1.32764
254,-1.32764
255,-1.33049
256,-1.32764
257,-1.33049
258,-1.33049
259,-1.33049
260,-1.33049
261,-1.32764
262,-1.33049
263,-1.32764
264,-1.33049
265,-1.32764
266,-1.33049
267,-1.32764
268,-1.33049
269,-1.33049
270,-1.33049
271,-1.32764
272,-1.3248
273,-1.32764
274,-1.32764
275,-1.32764
276,-1.33049
277,-1.33049
278,-1.32764
279,-1.33049
280,-1.33049
281,-1.33049
282,-1.32764
283,-1.33333
284,-1.32764
285,-1.32764
286,-1.3248
287,-1.32764
288,-1.32764
289,-1.33049
290,-1.32764
291,-1.32764
292,-1.32764
293,-1.3248
294,-1.3248
295,-1.33049
296,-1.32764
297,-1.32764
298,-1.32764
299,-1.33049
300,-1.3248
301,-1.32764
302,-1.3248
303,-1.32764
304,-1.3248
305,-1.32196
306,-1.3248
307,-1.3248
308,-1.32764
309,-1.32764
310,-1.33049
311,-1.32764
312,-1.3248
313,-1.3248
314,-1.32764
315,-1.3248
316,-1.3248
317,-1.32764
318,-1.32764
319,-1.32764
320,-1.32764
321,-1.3248
322,-1.33049
323,-1.3248
324,-1.3248
325,-1.3248
326,-1.32196
327,-1.32196
328,-1.3248
329,-1.32196
330,-1.3248
331,-1.3248
332,-1.32196
333,-1.3248
334,-1.32764
335,-1.32196
336,-1.3248
337,-1.32196
338,-1.3248
339,-1.32196
340,-1.3248
341,-1.3248
342,-1.32196
343,-1.32196
344,-1.3248
345,-1.3248
346,-1.32764
347,-1.32764
348,-1.32764
349,-1.32764
350,-1.3248
351,-1.32764
352,-1.3248
353,-1.3248
354,-1.32764
355,-1.32764
356,-1.32196
357,-1.32764
358,-1.3248
359,-1.3248
360,-1.3248
361,-1.32764
362,-1.3248
363,-1.3248
364,-1.3248
365,-1.3248
366,-1.32764
367,-1.3248
368,-1.3248
369,-1.3248
370,-1.32196
371,-1.32764
372,-1.3248
373,-1.32764
374,-1.32764
375,-1.32764
376,-1.32764
377,-1.32196
378,-1.3248
379,-1.3248
